2021/10/05  14:44:15,1
2021/10/05  14:45:17,2,0:01:01.950689
2021/10/05  14:45:40,1
2021/10/05  14:46:50,2,0:01:09.466710
2021/10/05  14:47:10,1
2021/10/05  14:47:21,2,0:00:11.091235
2021/10/05  14:47:42,1
2021/10/05  14:48:02,2,0:00:19.419120
2021/10/05  14:48:30,1
2021/10/05  14:48:38,2,0:00:07.976838
2021/10/05  14:48:38,3
2021/10/05  14:49:06,2,0:00:36.477277
2021/10/05  14:49:10,3
2021/10/05  14:49:38,2,0:01:08.586377
2021/10/05  14:49:47,1
2021/10/05  14:49:47,2,0:00:00.254363
2021/10/05  14:50:20,2,0:00:32.714153
2021/10/05  14:50:21,3
2021/10/05  14:50:21,2,0:00:33.727570
2021/10/05  14:50:22,3
2021/10/05  14:50:22,2,0:00:34.840530
2021/10/05  14:50:23,2,0:00:35.945906
2021/10/05  14:50:24,3
2021/10/05  14:50:24,2,0:00:37.060107
2021/10/05  14:50:25,3
2021/10/05  14:50:25,2,0:00:38.180916
2021/10/05  14:50:26,3
2021/10/05  14:50:26,2,0:00:38.889614
2021/10/05  14:50:26,2,0:00:39.293215
2021/10/05  14:50:27,3
2021/10/05  14:50:27,2,0:00:39.700303
2021/10/05  14:50:27,3
2021/10/05  14:50:28,2,0:00:40.608989
2021/10/05  14:50:28,3
2021/10/05  14:51:37,2,0:01:49.623555
2021/10/05  14:54:43,1
2021/10/05  14:54:43,2,0:00:00.160193
2021/10/05  14:57:03,1
2021/10/05  14:57:03,2,0:00:00.256703
2021/10/05  14:57:06,3
2021/10/05  14:57:15,1
2021/10/05  14:57:15,2,0:00:00.156025
2021/10/05  14:57:21,1
2021/10/05  14:57:21,2,0:00:00.166364
2021/10/05  14:57:24,3
2021/10/05  14:57:24,2,0:00:02.789255
2021/10/05  14:57:28,2,0:00:06.799637
2021/10/05  14:58:04,1
2021/10/05  15:01:46,2,0:03:42.698186
2021/10/05  15:02:03,1
2021/10/05  15:02:49,2,0:00:46.194970
2021/10/05  15:02:50,3
2021/10/05  15:02:51,2,0:00:48.113667
2021/10/05  15:02:51,3
2021/10/05  15:02:55,2,0:00:52.436348
2021/10/05  15:02:58,3
2021/10/05  15:02:59,2,0:00:56.761954
2021/10/05  15:03:02,3
2021/10/05  15:03:04,2,0:01:01.285129
2021/10/05  15:03:06,3
2021/10/05  15:03:06,2,0:01:03.701679
2021/10/05  15:03:07,3
2021/10/05  15:03:15,2,0:01:12.336029
2021/10/05  15:03:40,1
2021/10/05  15:03:57,2,0:00:17.296493
2021/10/05  15:04:01,3
2021/10/05  15:06:08,2,0:02:27.955911
2021/10/05  15:08:28,1
2021/10/05  15:08:44,2,0:00:15.909117
2021/10/05  15:08:44,3
2021/10/05  15:08:45,2,0:00:16.731435
2021/10/05  15:08:45,3
2021/10/05  15:08:45,2,0:00:17.144599
2021/10/05  15:08:45,3
2021/10/05  15:08:45,2,0:00:17.452303
2021/10/05  15:08:46,3
2021/10/05  15:08:46,2,0:00:17.762025
2021/10/05  15:08:46,3
2021/10/05  15:08:46,2,0:00:18.070514
2021/10/05  15:08:46,3
2021/10/05  15:08:46,2,0:00:18.377962
2021/10/05  15:08:47,3
2021/10/05  15:08:47,2,0:00:18.697071
2021/10/05  15:08:47,3
2021/10/05  15:08:47,2,0:00:19.105344
2021/10/05  15:08:47,2,0:00:19.408477
2021/10/05  15:08:48,2,0:00:19.711810
2021/10/05  15:08:48,3
2021/10/05  15:08:48,2,0:00:20.020653
2021/10/05  15:08:48,2,0:00:20.323923
2021/10/05  15:08:49,2,0:00:20.627769
2021/10/05  15:08:49,2,0:00:20.930364
2021/10/05  15:08:49,3
2021/10/05  15:08:49,2,0:00:21.240632
2021/10/05  15:08:50,2,0:00:21.545165
2021/10/05  15:08:50,3
2021/10/05  15:08:50,2,0:00:21.855694
2021/10/05  15:08:50,2,0:00:22.158971
2021/10/05  15:09:51,1
2021/10/05  15:09:56,2,0:00:04.269671
2021/10/05  15:09:56,3
2021/10/05  15:09:56,2,0:00:04.584382
2021/10/05  15:09:56,3
2021/10/05  15:09:57,2,0:00:05.194975
2021/10/05  15:09:57,3
2021/10/05  15:09:57,2,0:00:05.505867
2021/10/05  15:09:57,3
2021/10/05  15:09:58,2,0:00:06.218295
2021/10/05  15:09:58,3
2021/10/05  15:09:58,2,0:00:06.533283
2021/10/05  15:09:58,3
2021/10/05  15:09:58,2,0:00:06.841705
2021/10/05  15:09:58,3
2021/10/05  15:09:59,2,0:00:07.152138
2021/10/05  15:09:59,3
2021/10/05  15:09:59,2,0:00:07.464617
2021/10/05  15:09:59,3
2021/10/05  15:09:59,2,0:00:07.772420
2021/10/05  15:09:59,3
2021/10/05  15:09:59,2,0:00:08.090155
2021/10/05  15:10:00,3
2021/10/05  15:10:00,2,0:00:08.402528
2021/10/05  15:10:00,3
2021/10/05  15:10:00,2,0:00:08.717137
2021/10/05  15:10:00,3
2021/10/05  15:10:00,2,0:00:09.026277
2021/10/05  15:10:01,3
2021/10/05  15:10:02,3
2021/10/05  15:10:02,2,0:00:10.589066
2021/10/05  15:10:02,3
2021/10/05  15:10:02,2,0:00:10.898693
2021/10/05  15:10:02,3
2021/10/05  15:10:03,2,0:00:11.206768
2021/10/05  15:10:03,3
2021/10/05  15:10:03,2,0:00:11.915439
2021/10/05  15:10:04,2,0:00:12.218139
2021/10/05  15:10:04,3
2021/10/05  15:10:04,2,0:00:12.525913
2021/10/05  15:10:04,2,0:00:12.828966
2021/10/05  15:10:05,3
2021/10/05  15:10:05,2,0:00:13.439951
2021/10/05  15:10:05,3
2021/10/05  15:10:05,2,0:00:13.749516
2021/10/05  15:10:06,2,0:00:14.152241
2021/10/05  15:10:30,1
2021/10/05  15:10:30,2,0:00:00.155315
2021/10/05  15:10:30,3
2021/10/05  15:10:31,2,0:00:00.463422
2021/10/05  15:10:31,3
2021/10/05  15:10:31,2,0:00:01.283794
2021/10/05  15:10:31,3
2021/10/05  15:10:32,2,0:00:01.593901
2021/10/05  15:10:32,2,0:00:01.996986
2021/10/05  15:10:32,3
2021/10/05  15:10:32,2,0:00:02.307688
2021/10/05  15:10:33,3
2021/10/05  15:10:33,2,0:00:02.614482
2021/10/05  15:10:33,3
2021/10/05  15:10:33,2,0:00:03.023307
2021/10/05  15:10:33,3
2021/10/05  15:10:33,2,0:00:03.332379
2021/10/05  15:10:42,1
2021/10/05  15:10:42,2,0:00:00.154998
2021/10/05  15:10:42,3
2021/10/05  15:10:43,2,0:00:00.562735
2021/10/05  15:10:43,3
2021/10/05  15:10:43,2,0:00:01.175944
2021/10/05  15:10:43,3
2021/10/05  15:10:43,2,0:00:01.484327
2021/10/05  15:10:44,3
2021/10/05  15:10:44,2,0:00:02.398211
2021/10/05  15:10:45,2,0:00:02.801242
2021/10/05  15:10:45,3
2021/10/05  15:10:45,2,0:00:03.109293
2021/10/05  15:10:45,3
2021/10/05  15:10:45,2,0:00:03.517897
2021/10/05  15:10:46,3
2021/10/05  15:10:48,2,0:00:06.034945
2021/10/05  15:11:01,1
2021/10/05  15:11:02,2,0:00:00.155486
2021/10/05  15:11:02,3
2021/10/05  15:11:02,3
2021/10/05  15:11:03,2,0:00:01.276924
2021/10/05  15:11:59,1
2021/10/05  15:12:01,2,0:00:01.260121
2021/10/05  15:12:01,3
2021/10/05  15:12:01,2,0:00:01.570232
2021/10/05  15:12:01,3
2021/10/05  15:12:01,2,0:00:01.995956
2021/10/05  15:12:23,1
2021/10/05  15:12:23,2,0:00:00.155098
2021/10/05  15:12:23,3
2021/10/05  15:12:24,2,0:00:00.466692
2021/10/05  15:12:24,3
2021/10/05  15:12:24,2,0:00:01.276335
2021/10/05  15:12:26,2,0:00:02.884468
2021/10/05  15:12:27,3
2021/10/05  15:12:28,2,0:00:04.702957
2021/10/05  15:12:28,3
2021/10/05  15:12:28,2,0:00:05.010729
2021/10/05  15:12:45,1
2021/10/05  15:12:46,2,0:00:00.153725
2021/10/05  15:12:46,3
2021/10/05  15:12:46,2,0:00:00.561225
2021/10/05  15:12:46,3
2021/10/05  15:12:47,2,0:00:01.070284
2021/10/05  15:12:47,3
2021/10/05  15:12:47,2,0:00:01.478530
2021/10/05  15:12:47,3
2021/10/05  15:12:47,2,0:00:01.885826
2021/10/05  15:12:48,3
2021/10/05  15:12:48,2,0:00:02.293810
2021/10/05  15:12:48,3
2021/10/05  15:12:48,2,0:00:02.703766
2021/10/05  15:12:48,3
2021/10/05  15:12:49,2,0:00:03.114525
2021/10/05  15:12:49,3
2021/10/05  15:12:49,2,0:00:03.522378
2021/10/05  15:12:49,3
2021/10/05  15:12:49,2,0:00:03.834690
2021/10/05  15:12:50,3
2021/10/05  15:12:50,2,0:00:04.343520
2021/10/05  15:12:50,3
2021/10/05  15:12:50,2,0:00:04.754229
2021/10/05  15:12:50,3
2021/10/05  15:12:51,2,0:00:05.061672
2021/10/05  15:12:51,3
2021/10/05  15:12:51,2,0:00:05.479194
2021/10/05  15:12:51,3
2021/10/05  15:12:51,2,0:00:05.888817
2021/10/05  15:12:52,3
2021/10/05  15:12:52,2,0:00:06.298111
2021/10/05  15:12:52,3
2021/10/05  15:12:52,2,0:00:06.712910
2021/10/05  15:12:52,3
2021/10/05  15:12:53,2,0:00:07.149267
2021/10/05  15:12:53,3
2021/10/05  15:12:53,2,0:00:07.460522
2021/10/05  15:12:53,3
2021/10/05  15:12:53,2,0:00:07.867924
2021/10/05  15:12:53,3
2021/10/05  15:12:54,2,0:00:08.176156
2021/10/05  15:12:54,3
2021/10/05  15:12:54,2,0:00:08.585619
2021/10/05  15:12:54,3
2021/10/05  15:12:54,2,0:00:08.993912
2021/10/05  15:12:55,3
2021/10/05  15:12:55,2,0:00:09.401228
2021/10/05  15:12:55,3
2021/10/05  15:12:55,2,0:00:09.710094
2021/10/05  15:12:55,3
2021/10/05  15:12:56,2,0:00:10.219958
2021/10/05  15:12:56,3
2021/10/05  15:12:56,2,0:00:10.633089
2021/10/05  15:12:56,3
2021/10/05  15:12:57,2,0:00:11.046962
2021/10/05  15:12:57,3
2021/10/05  15:12:57,2,0:00:11.455433
2021/10/05  15:12:57,3
2021/10/05  15:12:57,2,0:00:11.862950
2021/10/05  15:12:57,3
2021/10/05  15:12:58,2,0:00:12.270970
2021/10/05  15:12:58,3
2021/10/05  15:12:58,2,0:00:12.682844
2021/10/05  15:12:58,3
2021/10/05  15:12:59,2,0:00:13.091536
2021/10/05  15:12:59,3
2021/10/05  15:12:59,2,0:00:13.602079
2021/10/05  15:12:59,3
2021/10/05  15:12:59,2,0:00:14.012885
2021/10/05  15:13:00,3
2021/10/05  15:13:00,2,0:00:14.423100
2021/10/05  15:13:00,3
2021/10/05  15:13:00,2,0:00:14.732192
2021/10/05  15:13:00,3
2021/10/05  15:13:01,2,0:00:15.140873
2021/10/05  15:13:01,3
2021/10/05  15:13:01,2,0:00:15.651204
2021/10/05  15:13:09,1
2021/10/05  15:13:09,2,0:00:00.256650
2021/10/05  15:13:09,2,0:00:00.560731
2021/10/05  15:13:10,2,0:00:01.164299
2021/10/05  15:13:11,3
2021/10/05  15:13:11,2,0:00:01.974815
2021/10/05  15:13:30,1
2021/10/05  15:13:30,2,0:00:00.658878
2021/10/05  15:13:31,3
2021/10/05  15:13:31,2,0:00:01.581044
2021/10/05  15:13:31,3
2021/10/05  15:13:32,2,0:00:02.491554
2021/10/05  15:13:33,2,0:00:02.895261
2021/10/05  15:13:33,3
2021/10/05  15:13:33,2,0:00:03.805852
2021/10/05  15:13:34,2,0:00:04.211109
2021/10/05  15:13:35,3
2021/10/05  15:13:35,3
2021/10/05  15:13:36,3
2021/10/05  15:13:36,2,0:00:06.151832
2021/10/05  15:13:36,2,0:00:06.455433
2021/10/05  15:13:38,2,0:00:07.971376
2021/10/05  15:13:38,3
2021/10/05  15:13:38,2,0:00:08.379842
2021/10/05  15:13:57,2,0:00:26.915559
2021/10/05  15:13:57,3
2021/10/05  15:13:57,2,0:00:27.228062
2021/10/05  15:13:57,2,0:00:27.631062
2021/10/05  15:13:58,3
2021/10/05  15:13:59,3
2021/10/05  15:13:59,2,0:00:29.148960
2021/10/05  15:13:59,2,0:00:29.552547
2021/10/05  15:14:00,3
2021/10/05  15:14:01,2,0:00:30.864347
2021/10/05  15:14:01,3
2021/10/05  15:14:02,3
2021/10/05  15:14:02,2,0:00:32.594120
2021/10/05  15:14:03,3
2021/10/05  15:14:20,1
2021/10/05  15:14:20,2,0:00:00.160317
2021/10/05  15:15:11,1
2021/10/05  15:15:11,2,0:00:00.459174
2021/10/05  15:15:12,3
2021/10/05  15:15:12,3
2021/10/05  15:15:13,3
2021/10/05  15:15:21,1
2021/10/05  15:15:21,2,0:00:00.161008
2021/10/05  15:15:25,3
2021/10/05  15:15:26,3
2021/10/05  15:15:26,2,0:00:05.302791
2021/10/05  15:15:26,3
2021/10/05  15:15:26,2,0:00:05.610328
2021/10/05  15:15:29,3
2021/10/05  15:15:29,2,0:00:08.630846
2021/10/05  15:16:11,1
2021/10/05  15:18:55,2,0:02:44.047966
2021/10/05  15:19:30,2,0:00:00.166552
2021/10/05  15:19:44,1
2021/10/05  15:19:47,2,0:00:03.468524
2021/10/05  15:19:56,1
2021/10/05  15:24:59,2,0:05:03.432117
2021/10/05  15:25:21,1
2021/10/05  15:28:07,2,0:02:46.477410
2021/10/05  15:28:31,1
2021/10/05  15:28:33,2,0:00:02.763153
2021/10/05  15:28:40,1
2021/10/05  15:30:16,2,0:01:35.433109
2021/10/05  15:32:29,1
2021/10/05  15:34:31,2,0:02:02.197758
2021/10/05  15:37:18,1
2021/10/05  15:42:47,2,0:05:29.136854
2021/10/05  15:46:40,2,0:00:00.187777
2021/10/05  15:48:51,1
2021/10/05  15:49:47,2,0:00:55.990306
2021/10/05  15:49:56,1
2021/10/05  15:49:57,2,0:00:00.655532
2021/10/05  15:49:57,3
2021/10/05  15:50:06,2,0:00:09.803174
2021/10/05  15:50:11,3
2021/10/05  15:50:22,2,0:00:25.760812
2021/10/05  15:50:45,1
2021/10/05  15:51:57,2,0:01:12.245696
2021/10/05  15:52:08,1
2021/10/05  15:54:12,2,0:02:04.176682
2021/10/05  15:54:19,1
2021/10/05  15:59:23,2,0:05:04.106566
2021/10/05  15:59:27,3
2021/10/05  16:03:04,2,0:08:44.953227
2021/10/05  16:09:58,2,0:00:00.173099
2021/10/05  16:13:26,2,0:00:00.195317
2021/10/05  16:32:43,2,0:00:00.171962
2021/10/05  16:32:56,1
2021/10/05  16:33:07,2,0:00:11.444909
2021/10/05  16:33:09,3
2021/10/05  16:33:20,2,0:00:23.690839
2021/10/05  16:33:22,3
2021/10/05  16:33:33,2,0:00:36.842836
2021/10/05  16:33:55,1
2021/10/05  16:34:15,2,0:00:19.407767
2021/10/05  16:34:40,1
2021/10/05  16:35:09,2,0:00:29.447204
2021/10/05  16:35:11,3
2021/10/05  16:35:13,2,0:00:33.669319
2021/10/05  16:35:15,3
2021/10/05  16:35:17,2,0:00:37.286714
2021/10/05  16:35:18,3
2021/10/05  16:35:28,2,0:00:48.042226
2021/10/05  16:35:29,3
2021/10/05  16:35:38,2,0:00:58.293723
2021/10/05  16:35:51,1
2021/10/05  16:37:57,2,0:02:05.849771
2021/10/05  16:42:13,2,0:00:00.160882
2021/10/05  16:42:23,1
2021/10/05  16:44:21,2,0:01:58.314565
2021/10/05  16:44:27,1
2021/10/05  16:45:51,2,0:01:24.714361
2021/10/05  16:45:52,3
2021/10/05  16:46:56,2,0:02:29.496512
2021/10/05  16:46:59,3
2021/10/05  16:51:34,2,0:07:07.788366
2021/10/05  16:55:07,2,0:00:00.161119
2021/10/05  17:10:51,2,0:00:00.164943
2021/10/05  17:12:29,1
2021/10/05  17:12:41,2,0:00:12.904913
2021/10/05  17:16:13,1
2021/10/05  17:16:15,2,0:00:02.259534
2021/10/05  17:16:20,3
2021/10/05  17:16:20,2,0:00:07.077954
2021/10/05  17:16:21,2,0:00:07.580906
2021/10/05  17:16:21,3
2021/10/05  17:16:21,2,0:00:07.888539
2021/10/05  17:16:21,3
2021/10/05  17:16:21,2,0:00:08.397272
2021/10/05  17:16:27,1
2021/10/05  17:16:27,2,0:00:00.654379
2021/10/05  17:16:28,3
2021/10/05  17:16:47,2,0:00:20.722954
2021/10/05  17:16:55,1
2021/10/05  17:16:59,2,0:00:04.669514
2021/10/05  17:17:01,3
2021/10/05  17:17:02,2,0:00:07.492291
2021/10/05  17:17:03,3
2021/10/05  17:17:12,2,0:00:17.649757
2021/10/05  17:17:13,3
2021/10/05  17:17:18,2,0:00:22.880543
2021/10/05  17:17:18,3
2021/10/05  17:17:20,2,0:00:24.796601
2021/10/05  17:17:20,3
2021/10/05  17:17:24,2,0:00:29.024119
2021/10/05  17:17:24,3
2021/10/05  17:17:25,2,0:00:29.840068
2021/10/05  17:17:25,3
2021/10/05  17:17:26,2,0:00:31.361004
2021/10/05  17:17:26,3
2021/10/05  17:17:27,2,0:00:32.070403
2021/10/05  17:17:27,3
2021/10/05  17:17:27,2,0:00:32.477745
2021/10/05  17:17:27,3
2021/10/05  17:17:28,2,0:00:32.886299
2021/10/05  17:17:29,3
2021/10/05  17:17:33,2,0:00:37.874564
2021/10/05  17:17:33,3
2021/10/05  17:17:33,2,0:00:38.291555
2021/10/05  17:17:33,3
2021/10/05  17:17:41,2,0:00:46.424406
2021/10/05  17:17:47,1
2021/10/05  17:17:48,2,0:00:00.956313
2021/10/05  17:17:48,3
2021/10/05  17:17:49,2,0:00:01.767086
2021/10/05  17:17:49,3
2021/10/05  17:17:51,2,0:00:04.386074
2021/10/05  17:23:36,2,0:00:00.166441
2021/10/05  17:31:16,1
2021/10/05  17:31:17,2,0:00:00.255686
2021/10/05  17:36:38,2,0:00:00.167892
2021/10/05  17:37:33,1
2021/10/05  17:39:04,2,0:01:31.068741
2021/10/05  17:39:05,3
2021/10/05  17:39:05,2,0:01:31.885016
2021/10/05  17:39:05,3
2021/10/05  17:39:05,2,0:01:32.291414
2021/10/05  17:39:06,3
2021/10/05  17:39:06,2,0:01:32.705199
2021/10/05  17:39:06,3
2021/10/05  17:39:07,2,0:01:33.815749
2021/10/05  17:39:07,3
2021/10/05  17:40:00,2,0:02:26.967599
2021/10/05  17:56:08,2,0:00:00.169868
2021/10/05  17:57:28,1
2021/10/05  17:58:00,2,0:00:32.352828
2021/10/05  17:58:10,1
2021/10/05  17:58:13,2,0:00:02.861752
2021/10/05  17:58:19,1
2021/10/05  17:58:22,2,0:00:02.358625
2021/10/05  17:58:24,3
2021/10/05  17:58:25,2,0:00:05.274713
2021/10/05  17:58:43,1
2021/10/05  17:58:49,2,0:00:06.171333
2021/10/05  17:58:50,3
